"TIME","GEO","UNIT","NA_ITEM","Value"
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","130,578.9"
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross capital formation","1,989,680.1"
"2010","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Euro area (19 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Euro area (19 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Euro area (19 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,547,583.5"
"2010","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure","7,417,176.7"
"2010","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure of NPISH","131,043.7"
"2010","Euro area (19 countries)","Current prices, million euro","Gross capital formation","2,001,292.5"
"2010","Euro area (19 countries)","Current prices, million euro","External balance of goods and services","129,114.3"
"2010","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,547,583.5"
"2010","Euro area (19 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,417,176.7"
"2010","Euro area (19 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","131,043.7"
"2010","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross capital formation","2,001,292.5"
"2010","Euro area (19 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Euro area (12 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Euro area (12 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Euro area (12 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,357,322.0"
"2010","Euro area (12 countries)","Current prices, million euro","Final consumption expenditure","7,267,188.3"
"2010","Euro area (12 countries)","Current prices, million euro","Final consumption expenditure of NPISH","129,276.9"
"2010","Euro area (12 countries)","Current prices, million euro","Gross capital formation","1,959,242.7"
"2010","Euro area (12 countries)","Current prices, million euro","External balance of goods and services","130,891.0"
"2010","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,357,322.0"
"2010","Euro area (12 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,267,188.3"
"2010","Euro area (12 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","129,276.9"
"2010","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross capital formation","1,959,242.7"
"2010","Euro area (12 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Belgium","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Belgium","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Belgium","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Belgium","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Belgium","Current prices, million euro","Gross domestic product at market prices","365,100.5"
"2010","Belgium","Current prices, million euro","Final consumption expenditure","275,691.8"
"2010","Belgium","Current prices, million euro","Final consumption expenditure of NPISH","4,744.5"
"2010","Belgium","Current prices, million euro","Gross capital formation","82,848.8"
"2010","Belgium","Current prices, million euro","External balance of goods and services","6,559.9"
"2010","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","365,100.5"
"2010","Belgium","Chain linked volumes (2010), million euro","Final consumption expenditure","275,691.8"
"2010","Belgium","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","4,744.5"
"2010","Belgium","Chain linked volumes (2010), million euro","Gross capital formation","82,848.8"
"2010","Belgium","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Bulgaria","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Bulgaria","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Bulgaria","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Bulgaria","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Bulgaria","Current prices, million euro","Gross domestic product at market prices","38,230.5"
"2010","Bulgaria","Current prices, million euro","Final consumption expenditure","30,692.2"
"2010","Bulgaria","Current prices, million euro","Final consumption expenditure of NPISH","150.1"
"2010","Bulgaria","Current prices, million euro","Gross capital formation","8,627.7"
"2010","Bulgaria","Current prices, million euro","External balance of goods and services","-1,089.4"
"2010","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","38,230.5"
"2010","Bulgaria","Chain linked volumes (2010), million euro","Final consumption expenditure","30,692.2"
"2010","Bulgaria","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","150.1"
"2010","Bulgaria","Chain linked volumes (2010), million euro","Gross capital formation","8,627.7"
"2010","Bulgaria","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Czech Republic","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Czech Republic","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Czech Republic","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Czech Republic","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Czech Republic","Current prices, million euro","Gross domestic product at market prices","156,718.2"
"2010","Czech Republic","Current prices, million euro","Final consumption expenditure","109,366.4"
"2010","Czech Republic","Current prices, million euro","Final consumption expenditure of NPISH","1,073.4"
"2010","Czech Republic","Current prices, million euro","Gross capital formation","42,506.2"
"2010","Czech Republic","Current prices, million euro","External balance of goods and services","4,845.7"
"2010","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","156,718.2"
"2010","Czech Republic","Chain linked volumes (2010), million euro","Final consumption expenditure","109,366.4"
"2010","Czech Republic","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,073.4"
"2010","Czech Republic","Chain linked volumes (2010), million euro","Gross capital formation","42,506.2"
"2010","Czech Republic","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Denmark","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Denmark","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Denmark","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Denmark","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Denmark","Current prices, million euro","Gross domestic product at market prices","243,165.4"
"2010","Denmark","Current prices, million euro","Final consumption expenditure","182,320.7"
"2010","Denmark","Current prices, million euro","Final consumption expenditure of NPISH","3,751.7"
"2010","Denmark","Current prices, million euro","Gross capital formation","43,954.7"
"2010","Denmark","Current prices, million euro","External balance of goods and services","16,890.0"
"2010","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","243,165.4"
"2010","Denmark","Chain linked volumes (2010), million euro","Final consumption expenditure","182,320.7"
"2010","Denmark","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","3,751.7"
"2010","Denmark","Chain linked volumes (2010), million euro","Gross capital formation","43,954.7"
"2010","Denmark","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,580,060.0"
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure","1,939,610.0"
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of NPISH","39,285.0"
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross capital formation","506,347.0"
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","External balance of goods and services","134,103.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,580,060.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Final consumption expenditure","1,939,610.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","39,285.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross capital formation","506,347.0"
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Estonia","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Estonia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Estonia","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Estonia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Estonia","Current prices, million euro","Gross domestic product at market prices","14,716.5"
"2010","Estonia","Current prices, million euro","Final consumption expenditure","10,650.1"
"2010","Estonia","Current prices, million euro","Final consumption expenditure of NPISH","209.1"
"2010","Estonia","Current prices, million euro","Gross capital formation","3,131.0"
"2010","Estonia","Current prices, million euro","External balance of goods and services","935.4"
"2010","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,716.5"
"2010","Estonia","Chain linked volumes (2010), million euro","Final consumption expenditure","10,650.1"
"2010","Estonia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","209.1"
"2010","Estonia","Chain linked volumes (2010), million euro","Gross capital formation","3,131.0"
"2010","Estonia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Ireland","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Ireland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Ireland","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Ireland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Ireland","Current prices, million euro","Gross domestic product at market prices","167,583.2"
"2010","Ireland","Current prices, million euro","Final consumption expenditure","111,302.4"
"2010","Ireland","Current prices, million euro","Final consumption expenditure of NPISH","1,824.0"
"2010","Ireland","Current prices, million euro","Gross capital formation","28,920.7"
"2010","Ireland","Current prices, million euro","External balance of goods and services","27,871.9"
"2010","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","167,583.2"
"2010","Ireland","Chain linked volumes (2010), million euro","Final consumption expenditure","111,302.4"
"2010","Ireland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,824.0"
"2010","Ireland","Chain linked volumes (2010), million euro","Gross capital formation","28,920.7"
"2010","Ireland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Greece","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Greece","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Greece","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Greece","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Greece","Current prices, million euro","Gross domestic product at market prices","226,031.4"
"2010","Greece","Current prices, million euro","Final consumption expenditure","206,991.6"
"2010","Greece","Current prices, million euro","Final consumption expenditure of NPISH","4,765.5"
"2010","Greece","Current prices, million euro","Gross capital formation","38,534.4"
"2010","Greece","Current prices, million euro","External balance of goods and services","-19,494.5"
"2010","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","226,031.4"
"2010","Greece","Chain linked volumes (2010), million euro","Final consumption expenditure","206,991.6"
"2010","Greece","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","4,765.5"
"2010","Greece","Chain linked volumes (2010), million euro","Gross capital formation","38,534.4"
"2010","Greece","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Spain","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Spain","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Spain","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Spain","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Spain","Current prices, million euro","Gross domestic product at market prices","1,080,935.0"
"2010","Spain","Current prices, million euro","Final consumption expenditure","840,492.0"
"2010","Spain","Current prices, million euro","Final consumption expenditure of NPISH","10,774.0"
"2010","Spain","Current prices, million euro","Gross capital formation","254,549.0"
"2010","Spain","Current prices, million euro","External balance of goods and services","-14,106.0"
"2010","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,080,935.0"
"2010","Spain","Chain linked volumes (2010), million euro","Final consumption expenditure","840,492.0"
"2010","Spain","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","10,774.0"
"2010","Spain","Chain linked volumes (2010), million euro","Gross capital formation","254,549.0"
"2010","Spain","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","France","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","France","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","France","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","France","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","France","Current prices, million euro","Gross domestic product at market prices","1,998,481.0"
"2010","France","Current prices, million euro","Final consumption expenditure","1,598,200.0"
"2010","France","Current prices, million euro","Final consumption expenditure of NPISH","39,623.0"
"2010","France","Current prices, million euro","Gross capital formation","437,892.0"
"2010","France","Current prices, million euro","External balance of goods and services","-37,611.0"
"2010","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,998,481.0"
"2010","France","Chain linked volumes (2010), million euro","Final consumption expenditure","1,598,200.0"
"2010","France","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","39,623.0"
"2010","France","Chain linked volumes (2010), million euro","Gross capital formation","437,892.0"
"2010","France","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Croatia","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Croatia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Croatia","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Croatia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Croatia","Current prices, million euro","Gross domestic product at market prices","45,128.0"
"2010","Croatia","Current prices, million euro","Final consumption expenditure","35,671.3"
"2010","Croatia","Current prices, million euro","Final consumption expenditure of NPISH","428.9"
"2010","Croatia","Current prices, million euro","Gross capital formation","9,647.0"
"2010","Croatia","Current prices, million euro","External balance of goods and services","-190.3"
"2010","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","45,128.0"
"2010","Croatia","Chain linked volumes (2010), million euro","Final consumption expenditure","35,671.3"
"2010","Croatia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","428.9"
"2010","Croatia","Chain linked volumes (2010), million euro","Gross capital formation","9,647.0"
"2010","Croatia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Italy","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Italy","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Italy","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Italy","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Italy","Current prices, million euro","Gross domestic product at market prices","1,604,514.5"
"2010","Italy","Current prices, million euro","Final consumption expenditure","1,306,579.9"
"2010","Italy","Current prices, million euro","Final consumption expenditure of NPISH","8,778.9"
"2010","Italy","Current prices, million euro","Gross capital formation","329,530.4"
"2010","Italy","Current prices, million euro","External balance of goods and services","-31,595.8"
"2010","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,604,514.5"
"2010","Italy","Chain linked volumes (2010), million euro","Final consumption expenditure","1,306,579.9"
"2010","Italy","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","8,778.9"
"2010","Italy","Chain linked volumes (2010), million euro","Gross capital formation","329,530.4"
"2010","Italy","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Cyprus","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Cyprus","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Cyprus","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Cyprus","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,299.5"
"2010","Cyprus","Current prices, million euro","Final consumption expenditure","16,112.7"
"2010","Cyprus","Current prices, million euro","Final consumption expenditure of NPISH","168.8"
"2010","Cyprus","Current prices, million euro","Gross capital formation","4,589.0"
"2010","Cyprus","Current prices, million euro","External balance of goods and services","-1,402.2"
"2010","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,299.5"
"2010","Cyprus","Chain linked volumes (2010), million euro","Final consumption expenditure","16,112.7"
"2010","Cyprus","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","168.8"
"2010","Cyprus","Chain linked volumes (2010), million euro","Gross capital formation","4,589.0"
"2010","Cyprus","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Latvia","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Latvia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Latvia","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Latvia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Latvia","Current prices, million euro","Gross domestic product at market prices","17,788.6"
"2010","Latvia","Current prices, million euro","Final consumption expenditure","14,614.4"
"2010","Latvia","Current prices, million euro","Final consumption expenditure of NPISH","192.1"
"2010","Latvia","Current prices, million euro","Gross capital formation","3,436.5"
"2010","Latvia","Current prices, million euro","External balance of goods and services","-262.3"
"2010","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,788.6"
"2010","Latvia","Chain linked volumes (2010), million euro","Final consumption expenditure","14,614.4"
"2010","Latvia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","192.1"
"2010","Latvia","Chain linked volumes (2010), million euro","Gross capital formation","3,436.5"
"2010","Latvia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Lithuania","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Lithuania","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Lithuania","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Lithuania","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Lithuania","Current prices, million euro","Gross domestic product at market prices","28,027.7"
"2010","Lithuania","Current prices, million euro","Final consumption expenditure","23,508.9"
"2010","Lithuania","Current prices, million euro","Final consumption expenditure of NPISH","63.5"
"2010","Lithuania","Current prices, million euro","Gross capital formation","5,044.9"
"2010","Lithuania","Current prices, million euro","External balance of goods and services","-526.2"
"2010","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","28,027.7"
"2010","Lithuania","Chain linked volumes (2010), million euro","Final consumption expenditure","23,508.9"
"2010","Lithuania","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","63.5"
"2010","Lithuania","Chain linked volumes (2010), million euro","Gross capital formation","5,044.9"
"2010","Lithuania","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Luxembourg","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Luxembourg","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Luxembourg","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Luxembourg","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Luxembourg","Current prices, million euro","Gross domestic product at market prices","40,177.8"
"2010","Luxembourg","Current prices, million euro","Final consumption expenditure","19,779.4"
"2010","Luxembourg","Current prices, million euro","Final consumption expenditure of NPISH","558.2"
"2010","Luxembourg","Current prices, million euro","Gross capital formation","7,186.0"
"2010","Luxembourg","Current prices, million euro","External balance of goods and services","13,212.4"
"2010","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","40,177.8"
"2010","Luxembourg","Chain linked volumes (2010), million euro","Final consumption expenditure","19,779.4"
"2010","Luxembourg","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","558.2"
"2010","Luxembourg","Chain linked volumes (2010), million euro","Gross capital formation","7,186.0"
"2010","Luxembourg","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Hungary","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Hungary","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Hungary","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Hungary","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Hungary","Current prices, million euro","Gross domestic product at market prices","98,826.0"
"2010","Hungary","Current prices, million euro","Final consumption expenditure","73,163.9"
"2010","Hungary","Current prices, million euro","Final consumption expenditure of NPISH","1,506.4"
"2010","Hungary","Current prices, million euro","Gross capital formation","20,418.2"
"2010","Hungary","Current prices, million euro","External balance of goods and services","5,243.9"
"2010","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","98,826.0"
"2010","Hungary","Chain linked volumes (2010), million euro","Final consumption expenditure","73,163.9"
"2010","Hungary","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,506.4"
"2010","Hungary","Chain linked volumes (2010), million euro","Gross capital formation","20,418.2"
"2010","Hungary","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Malta","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Malta","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Malta","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Malta","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Malta","Current prices, million euro","Gross domestic product at market prices","6,599.5"
"2010","Malta","Current prices, million euro","Final consumption expenditure","5,101.3"
"2010","Malta","Current prices, million euro","Final consumption expenditure of NPISH","97.0"
"2010","Malta","Current prices, million euro","Gross capital formation","1,558.2"
"2010","Malta","Current prices, million euro","External balance of goods and services","-60.1"
"2010","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,599.5"
"2010","Malta","Chain linked volumes (2010), million euro","Final consumption expenditure","5,101.3"
"2010","Malta","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","97.0"
"2010","Malta","Chain linked volumes (2010), million euro","Gross capital formation","1,558.2"
"2010","Malta","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Netherlands","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Netherlands","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Netherlands","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Netherlands","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Netherlands","Current prices, million euro","Gross domestic product at market prices","631,512.0"
"2010","Netherlands","Current prices, million euro","Final consumption expenditure","449,742.0"
"2010","Netherlands","Current prices, million euro","Final consumption expenditure of NPISH","5,316.0"
"2010","Netherlands","Current prices, million euro","Gross capital formation","128,957.0"
"2010","Netherlands","Current prices, million euro","External balance of goods and services","52,813.0"
"2010","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","631,512.0"
"2010","Netherlands","Chain linked volumes (2010), million euro","Final consumption expenditure","449,742.0"
"2010","Netherlands","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,316.0"
"2010","Netherlands","Chain linked volumes (2010), million euro","Gross capital formation","128,957.0"
"2010","Netherlands","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Austria","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Austria","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Austria","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Austria","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Austria","Current prices, million euro","Gross domestic product at market prices","295,896.6"
"2010","Austria","Current prices, million euro","Final consumption expenditure","218,947.1"
"2010","Austria","Current prices, million euro","Final consumption expenditure of NPISH","5,813.3"
"2010","Austria","Current prices, million euro","Gross capital formation","66,895.9"
"2010","Austria","Current prices, million euro","External balance of goods and services","10,369.8"
"2010","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","295,896.6"
"2010","Austria","Chain linked volumes (2010), million euro","Final consumption expenditure","218,947.1"
"2010","Austria","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,813.3"
"2010","Austria","Chain linked volumes (2010), million euro","Gross capital formation","66,895.9"
"2010","Austria","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Poland","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Poland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Poland","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Poland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Poland","Current prices, million euro","Gross domestic product at market prices","361,803.9"
